Player,Squad,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,drib_Att,drib_Succ%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle,Season,Competition
janis blaswich,RB Leipzig,1160,31,0,0,1,100.0,1493,0,0,0,0,2022-2023,bundesliga
daley blind,Bayern Munich,44,65,9,0,0,,134,0,0,1,0,2022-2023,bundesliga
kevinprince boateng,Hertha BSC,66,172,85,15,4,25.0,169,1,2,10,8,2022-2023,bundesliga
jeanpaul boetius,Hertha BSC,152,313,108,7,17,41.2,413,5,0,21,12,2022-2023,bundesliga
yvandro borges sanches,Gladbach,3,7,6,0,2,100.0,43,1,0,2,4,2022-2023,bundesliga
sebastiaan bornauw,Wolfsburg,693,695,54,16,4,50.0,2030,3,0,5,3,2022-2023,bundesliga
rafael borre,Eint Frankfurt,55,260,260,67,32,50.0,634,13,15,44,14,2022-2023,bundesliga
julian brandt,Dortmund,172,668,814,80,81,50.6,2355,42,27,50,35,2022-2023,bundesliga
fabian bredlow,Stuttgart,623,2,0,0,0,,929,0,0,0,0,2022-2023,bundesliga
josip brekalo,Wolfsburg,21,103,48,3,8,62.5,296,7,2,3,6,2022-2023,bundesliga
john brooks,Hoffenheim,556,393,11,7,5,40.0,992,3,0,1,1,2022-2023,bundesliga
moritz broschinski,Bochum,12,33,43,17,3,0.0,103,0,5,13,5,2022-2023,bundesliga
cedric brunner,Schalke 04,524,609,279,10,15,60.0,1451,32,2,14,13,2022-2023,bundesliga
jacob bruun larsen,Hoffenheim,9,52,65,16,7,28.6,174,5,5,9,6,2022-2023,bundesliga
lee buchanan,Werder Bremen,125,145,86,9,7,0.0,348,4,1,7,3,2022-2023,bundesliga
marius bulter,Schalke 04,130,419,585,136,96,33.3,2038,48,24,81,28,2022-2023,bundesliga
delano burgzorg,Mainz 05,4,26,64,11,13,46.2,138,2,4,13,6,2022-2023,bundesliga
jonathan burkardt,Mainz 05,19,65,99,37,20,55.0,257,7,6,17,9,2022-2023,bundesliga
oliver burke,Werder Bremen,4,41,73,13,6,33.3,153,3,5,12,4,2022-2023,bundesliga
aurelio buta,Eint Frankfurt,190,395,352,47,30,33.3,1097,19,17,23,9,2022-2023,bundesliga
anthony caci,Mainz 05,458,667,261,20,21,42.9,1468,16,1,14,8,2022-2023,bundesliga
kerim calhanoglu,Schalke 04,22,17,19,1,3,0.0,45,3,0,3,0,2022-2023,bundesliga
daniel caligiuri,Augsburg,65,88,52,5,11,45.5,234,5,1,5,4,2022-2023,bundesliga
emre can,Dortmund,448,872,202,18,25,52.0,2356,26,1,15,11,2022-2023,bundesliga
joao cancelo,Bayern Munich,224,506,296,38,65,52.3,2011,24,19,20,9,2022-2023,bundesliga
irvin cardona,Augsburg,16,40,64,16,7,57.1,222,6,1,13,4,2022-2023,bundesliga
koen casteels,Wolfsburg,1636,17,1,1,0,,2681,1,1,0,0,2022-2023,bundesliga
julian chabot,Köln,831,572,35,17,8,50.0,1438,6,1,4,2,2022-2023,bundesliga
timothy chandler,Eint Frankfurt,14,32,25,2,4,25.0,59,0,1,2,0,2022-2023,bundesliga
fabio chiarodia,Werder Bremen,16,11,2,1,0,,13,0,0,0,0,2022-2023,bundesliga
oliver christensen,Hertha BSC,1294,12,0,0,2,50.0,2090,0,0,1,1,2022-2023,bundesliga
darko churlinov,Stuttgart,2,3,0,0,0,,0,0,0,1,1,2022-2023,bundesliga
tolga cigerci,Hertha BSC,128,293,81,0,10,50.0,281,4,0,10,6,2022-2023,bundesliga
david colina,Augsburg,28,51,34,2,13,30.8,104,4,0,5,2,2022-2023,bundesliga
kingsley coman,Bayern Munich,75,334,615,94,92,51.1,2554,49,44,48,20,2022-2023,bundesliga
danny da costa,Mainz 05,164,362,246,24,28,39.3,913,19,11,25,11,2022-2023,bundesliga
soumaila coulibaly,Dortmund,7,40,1,0,0,,91,0,0,0,0,2022-2023,bundesliga
tanguy coulibaly,Stuttgart,30,81,101,17,22,50.0,415,9,5,7,9,2022-2023,bundesliga
nicolas cozza,Wolfsburg,26,26,3,0,1,0.0,85,0,0,1,2,2022-2023,bundesliga
moanes dabbur,Hoffenheim,27,196,191,42,29,44.8,351,6,6,28,21,2022-2023,bundesliga
finn dahmen,Mainz 05,288,7,0,0,0,,638,0,0,0,0,2022-2023,bundesliga
mahmoud dahoud,Dortmund,64,183,56,2,5,60.0,305,6,1,6,4,2022-2023,bundesliga
muhammed damar,Hoffenheim,17,49,29,6,6,0.0,145,3,1,9,2,2022-2023,bundesliga
marton dardai,Hertha BSC,257,217,18,5,4,75.0,608,1,0,4,4,2022-2023,bundesliga
vladimir darida,Hertha BSC,5,6,9,0,1,100.0,19,1,0,4,1,2022-2023,bundesliga
alphonso davies,Bayern Munich,446,912,545,84,140,50.0,4417,66,37,50,27,2022-2023,bundesliga
thomas delaney,Hoffenheim,80,90,22,0,6,33.3,132,0,0,1,2,2022-2023,bundesliga
kerem demirbay,Leverkusen,247,700,313,16,24,33.3,1510,20,4,25,21,2022-2023,bundesliga
ermedin demirovic,Augsburg,122,326,430,122,53,35.8,797,22,11,53,32,2022-2023,bundesliga
sepp van den berg,Schalke 04,250,152,19,12,4,25.0,528,0,0,8,1,2022-2023,bundesliga
moussa diaby,Leverkusen,88,539,666,139,105,48.6,3178,73,55,64,42,2022-2023,bundesliga
abdou diallo,RB Leipzig,203,216,27,8,5,60.0,942,3,1,3,6,2022-2023,bundesliga
justin diehl,Köln,0,0,3,0,1,0.0,12,0,0,0,0,2022-2023,bundesliga
florian dietz,Köln,4,62,72,25,7,14.3,153,4,4,18,9,2022-2023,bundesliga
junior dina ebimbe,Eint Frankfurt,175,353,175,38,44,38.6,1122,22,8,27,15,2022-2023,bundesliga
eren dinkci,Werder Bremen,8,51,75,20,14,28.6,143,6,3,16,4,2022-2023,bundesliga
ritsu doan,Freiburg,125,430,508,104,129,38.8,1993,50,35,75,52,2022-2023,bundesliga
danilho doekhi,Union Berlin,563,553,99,27,7,42.9,1470,9,1,8,3,2022-2023,bundesliga
kasper dolberg,Hoffenheim,23,56,71,16,8,37.5,158,7,2,24,6,2022-2023,bundesliga
niklas dorsch,Augsburg,95,121,27,0,8,62.5,223,1,0,1,5,2022-2023,bundesliga
dion drena beljo,Augsburg,45,190,140,29,15,46.7,291,7,4,33,23,2022-2023,bundesliga
dominick drexler,Schalke 04,113,304,223,41,21,47.6,696,17,2,22,18,2022-2023,bundesliga
marvin ducksch,Werder Bremen,116,463,676,149,38,39.5,851,15,24,63,16,2022-2023,bundesliga
ondrej duda,Köln,37,205,120,14,21,42.9,450,9,3,16,13,2022-2023,bundesliga
julien duranville,Dortmund,2,3,15,0,3,100.0,76,0,0,1,0,2022-2023,bundesliga
maximilian eggestein,Freiburg,235,599,276,34,17,52.9,990,23,2,21,23,2022-2023,bundesliga
lilian egloff,Stuttgart,15,40,58,14,5,60.0,131,3,3,10,5,2022-2023,bundesliga
kingsley ehizibue,Köln,12,14,7,0,1,0.0,31,2,0,2,0,2022-2023,bundesliga
julian eitschberger,Hertha BSC,1,0,1,0,0,,0,0,0,0,0,2022-2023,bundesliga
chidera ejuke,Hertha BSC,34,226,196,32,97,48.5,1113,21,18,32,20,2022-2023,bundesliga
nico elvedi,Gladbach,1398,1042,61,27,3,33.3,4018,19,1,8,3,2022-2023,bundesliga
wataru endo,Stuttgart,507,1013,380,55,55,50.9,2190,38,5,55,52,2022-2023,bundesliga
arne engels,Augsburg,158,380,205,5,9,44.4,762,7,0,7,8,2022-2023,bundesliga
tjark ernst,Hertha BSC,42,0,0,0,0,,54,0,0,1,0,2022-2023,bundesliga
kimberly ezekwem,Freiburg,3,6,0,0,0,,17,0,0,0,0,2022-2023,bundesliga
ralf fahrmann,Schalke 04,476,10,0,0,0,,899,0,0,0,0,2022-2023,bundesliga
ohis felix uduokhai,Augsburg,493,414,27,12,13,46.2,1165,1,0,10,5,2022-2023,bundesliga
edimilson fernandes,Mainz 05,671,666,166,6,25,68.0,1792,12,3,15,14,2022-2023,bundesliga
kilian fischer,Wolfsburg,113,137,78,7,6,50.0,355,5,2,4,1,2022-2023,bundesliga
mark flekken,Freiburg,1536,17,0,0,3,100.0,3160,0,0,0,0,2022-2023,bundesliga
florian flick,Schalke 04,86,135,26,1,2,50.0,186,4,0,3,2,2022-2023,bundesliga
emil forsberg,RB Leipzig,45,332,300,28,29,51.7,855,29,3,28,12,2022-2023,bundesliga
philipp forster,Bochum,80,351,271,23,20,30.0,775,18,3,23,15,2022-2023,bundesliga
timothy fosumensah,Leverkusen,34,65,39,3,1,0.0,109,2,0,3,1,2022-2023,bundesliga
raphael framberger,Augsburg,32,37,21,0,1,0.0,54,0,0,3,3,2022-2023,bundesliga
bartol franjic,Wolfsburg,35,64,17,3,2,50.0,88,2,0,6,0,2022-2023,bundesliga
oscar fraulo,Gladbach,3,9,4,0,1,100.0,19,1,0,0,0,2022-2023,bundesliga
michael frey,Schalke 04,13,162,177,56,20,25.0,231,8,3,40,12,2022-2023,bundesliga
marco friedl,Werder Bremen,1052,934,101,7,16,62.5,2540,11,0,19,9,2022-2023,bundesliga
marvin friedrich,Gladbach,640,426,38,21,2,100.0,1387,3,0,6,2,2022-2023,bundesliga
jeremie frimpong,Leverkusen,349,670,636,122,165,51.5,4495,103,46,88,49,2022-2023,bundesliga
chris fuhrich,Stuttgart,131,376,461,69,106,47.2,2403,60,31,36,29,2022-2023,bundesliga
angelo fulgini,Mainz 05,36,177,110,14,25,32.0,326,6,2,12,7,2022-2023,bundesliga
niclas fullkrug,Werder Bremen,70,635,534,131,60,51.7,1216,33,21,74,51,2022-2023,bundesliga
cristian gamboa,Bochum,295,393,147,2,14,42.9,718,9,1,10,4,2022-2023,bundesliga
silvere ganvoula mboussy,Bochum,5,45,69,18,7,42.9,79,2,6,7,1,2022-2023,bundesliga
dario gebuhr,Eint Frankfurt,5,6,2,0,0,,15,0,0,0,0,2022-2023,bundesliga
dennis geiger,Hoffenheim,218,618,202,7,16,56.3,1267,11,0,22,8,2022-2023,bundesliga
yannick gerhardt,Wolfsburg,161,445,254,55,16,25.0,842,11,3,22,10,2022-2023,bundesliga
niko gieelmann,Union Berlin,254,322,319,22,14,28.6,593,8,0,17,6,2022-2023,bundesliga
rafa gikiewicz,Augsburg,1213,10,0,0,0,,2275,0,0,2,0,2022-2023,bundesliga
matthias ginter,Freiburg,1151,994,94,46,4,50.0,4228,12,0,12,4,2022-2023,bundesliga
jamie gittens,Dortmund,32,80,147,37,55,36.4,714,13,18,22,5,2022-2023,bundesliga
serge gnabry,Bayern Munich,124,474,565,146,64,43.8,2010,50,41,51,26,2022-2023,bundesliga
jacek goralski,Bochum,22,33,4,0,0,,65,3,0,1,0,2022-2023,bundesliga
leon goretzka,Bayern Munich,296,678,312,43,17,52.9,1775,32,6,20,11,2022-2023,bundesliga
mario gotze,Eint Frankfurt,214,920,704,78,75,33.3,1987,49,15,56,46,2022-2023,bundesliga
jeffrey gouweleeuw,Augsburg,1074,673,97,23,19,68.4,2635,12,0,25,7,2022-2023,bundesliga
ryan gravenberch,Bayern Munich,68,269,155,11,19,57.9,729,18,1,21,13,2022-2023,bundesliga
michael gregoritsch,Freiburg,57,313,426,130,38,28.9,577,12,15,50,22,2022-2023,bundesliga
leo greiml,Schalke 04,135,101,5,1,1,100.0,357,1,0,3,0,2022-2023,bundesliga
vincenzo grifo,Freiburg,216,776,619,65,74,56.8,2274,44,18,42,28,2022-2023,bundesliga
lennart grill,Union Berlin,220,5,0,0,0,,437,0,0,0,0,2022-2023,bundesliga
christian gro,Werder Bremen,290,672,114,7,23,65.2,1038,16,2,18,8,2022-2023,bundesliga
brajan gruda,Mainz 05,0,2,6,1,2,0.0,0,0,0,0,1,2022-2023,bundesliga
ilia gruev,Werder Bremen,247,616,106,6,10,50.0,1178,17,0,18,12,2022-2023,bundesliga
carlos gruezo,Augsburg,132,196,37,1,7,71.4,319,6,0,7,3,2022-2023,bundesliga
raphael guerreiro,Dortmund,433,951,666,68,47,57.4,3439,59,18,28,18,2022-2023,bundesliga
josuha guilavogui,Wolfsburg,354,542,55,10,5,60.0,1072,5,0,8,6,2022-2023,bundesliga
serhou guirassy,Stuttgart,40,333,278,89,35,40.0,675,19,14,53,20,2022-2023,bundesliga
peter gulacsi,RB Leipzig,225,0,0,0,0,,303,0,0,0,0,2022-2023,bundesliga
manuel gulde,Freiburg,209,256,28,5,0,,643,7,0,4,1,2022-2023,bundesliga
robert gumny,Augsburg,383,432,233,23,21,33.3,887,20,1,17,13,2022-2023,bundesliga
christian gunter,Freiburg,337,680,576,49,16,62.5,1416,33,6,18,12,2022-2023,bundesliga
josko gvardiol,RB Leipzig,1099,1212,71,22,18,88.9,4336,13,3,9,6,2022-2023,bundesliga
janik haberer,Union Berlin,169,468,304,48,31,35.5,897,15,5,36,19,2022-2023,bundesliga
alexander hack,Mainz 05,350,367,27,13,2,100.0,818,4,0,3,1,2022-2023,bundesliga
andre hahn,Augsburg,38,63,58,7,6,16.7,115,5,0,13,1,2022-2023,bundesliga
amadou haidara,RB Leipzig,191,619,174,7,12,75.0,1190,19,0,11,13,2022-2023,bundesliga
sebastien haller,Dortmund,34,185,203,68,16,56.3,300,3,4,18,15,2022-2023,bundesliga
marcel halstenberg,RB Leipzig,408,653,282,21,17,58.8,1498,19,4,19,7,2022-2023,bundesliga
andreas hancheolsen,Mainz 05,512,382,65,16,5,80.0,1118,11,0,12,6,2022-2023,bundesliga
genki haraguchi,Stuttgart,66,219,100,9,15,60.0,539,10,3,15,5,2022-2023,bundesliga
genki haraguchi,Union Berlin,34,119,64,10,6,83.3,272,8,2,5,3,2022-2023,bundesliga
makoto hasebe,Eint Frankfurt,542,569,24,0,0,,2109,7,1,3,1,2022-2023,bundesliga
thorgan hazard,Dortmund,76,148,169,18,15,20.0,567,11,5,7,0,2022-2023,bundesliga
jonas hector,Köln,668,1061,545,56,59,55.9,2579,44,9,36,19,2022-2023,bundesliga
dominique heintz,Bochum,192,191,24,4,4,100.0,387,5,0,0,4,2022-2023,bundesliga
benjamin henrichs,RB Leipzig,520,872,479,49,38,52.6,2346,36,8,32,17,2022-2023,bundesliga
lucas hernandez,Bayern Munich,153,222,33,2,3,33.3,657,3,0,1,0,2022-2023,bundesliga
patrick herrmann,Gladbach,35,49,68,15,4,0.0,177,8,3,1,4,2022-2023,bundesliga
piero hincapie,Leverkusen,862,1067,195,28,31,45.2,3607,36,8,21,9,2022-2023,bundesliga
adam hlozek,Leverkusen,49,236,210,42,22,40.9,535,17,9,43,22,2022-2023,bundesliga
nicolas hofler,Freiburg,474,1027,202,31,28,60.7,1448,11,2,33,13,2022-2023,bundesliga
jonas hofmann,Gladbach,263,802,733,95,32,43.8,2444,50,24,42,34,2022-2023,bundesliga
philipp hofmann,Bochum,82,497,419,117,21,42.9,321,8,3,50,37,2022-2023,bundesliga
lucas holer,Freiburg,99,286,295,65,21,52.4,630,11,4,29,14,2022-2023,bundesliga
gerrit holtmann,Bochum,44,146,242,38,41,39.0,872,22,8,31,16,2022-2023,bundesliga
jannes horn,Bochum,22,3,2,0,0,,16,0,0,0,0,2022-2023,bundesliga
lukas hradecky,Leverkusen,1153,10,0,0,0,,2176,0,0,3,0,2022-2023,bundesliga
timo hubers,Köln,1191,787,57,24,6,100.0,2832,7,0,10,2,2022-2023,bundesliga
callum hudsonodoi,Leverkusen,32,145,117,10,28,50.0,893,23,6,7,14,2022-2023,bundesliga
mats hummels,Dortmund,879,993,89,31,10,60.0,4009,18,0,4,8,2022-2023,bundesliga
denis huseinbasic,Köln,65,181,168,26,19,31.6,504,10,2,24,18,2022-2023,bundesliga
iago,Augsburg,301,396,259,26,38,39.5,1053,12,5,26,10,2022-2023,bundesliga
arijon ibrahimovic,Bayern Munich,3,6,4,2,1,0.0,8,1,0,0,0,2022-2023,bundesliga
marcus ingvartsen,Mainz 05,60,255,229,66,36,33.3,372,6,9,54,19,2022-2023,bundesliga
ko itakura,Gladbach,895,845,54,16,11,72.7,3066,19,0,10,2,2022-2023,bundesliga
hiroki ito,Stuttgart,1077,1156,160,11,12,41.7,4013,27,2,21,6,2022-2023,bundesliga
andreas ivan,Schalke 04,3,8,3,0,1,0.0,19,0,0,0,1,2022-2023,bundesliga
lee jaesung,Mainz 05,178,484,375,77,37,67.6,1038,24,9,44,25,2022-2023,bundesliga
paul jaeckel,Union Berlin,369,347,40,4,9,77.8,966,4,0,6,2,2022-2023,bundesliga
kristijan jakic,Eint Frankfurt,469,550,121,14,15,53.3,1054,13,2,13,6,2022-2023,bundesliga
saidy janko,Bochum,204,305,100,1,23,60.9,787,22,1,18,10,2022-2023,bundesliga
tony jantschke,Gladbach,57,39,3,0,0,,70,0,0,0,0,2022-2023,bundesliga
fredrik jensen,Augsburg,67,166,178,35,12,33.3,306,9,2,23,19,2022-2023,bundesliga
moritz jenz,Schalke 04,381,217,24,14,2,50.0,1018,1,0,9,2,2022-2023,bundesliga
stevan jovetic,Hertha BSC,41,214,164,39,21,47.6,471,10,8,21,9,2022-2023,bundesliga
anthony jung,Werder Bremen,569,767,361,34,24,54.2,1560,21,1,30,17,2022-2023,bundesliga
josip juranovic,Union Berlin,154,215,194,10,11,63.6,435,3,2,6,3,2022-2023,bundesliga
ozan kabak,Hoffenheim,772,746,93,26,30,50.0,2411,16,0,25,7,2022-2023,bundesliga
pavel kaderabek,Hoffenheim,231,429,371,39,13,23.1,1108,25,4,13,7,2022-2023,bundesliga
florian kainz,Köln,207,641,673,45,82,40.2,2154,54,8,39,36,2022-2023,bundesliga
sasa kalajdzic,Stuttgart,4,44,37,18,1,0.0,14,0,0,5,3,2022-2023,bundesliga
daichi kamada,Eint Frankfurt,206,898,410,69,36,41.7,1923,37,13,32,24,2022-2023,bundesliga
jakub kaminski,Wolfsburg,145,334,470,78,66,42.4,1463,30,18,57,32,2022-2023,bundesliga
marcin kaminski,Schalke 04,206,152,24,4,1,100.0,387,1,0,4,1,2022-2023,bundesliga
kevin kampl,RB Leipzig,201,656,169,4,12,75.0,1668,23,2,19,10,2022-2023,bundesliga
wilfried kanga,Hertha BSC,29,160,215,69,24,33.3,288,5,5,38,18,2022-2023,bundesliga
kenan karaman,Schalke 04,45,136,165,42,39,28.2,662,13,7,29,18,2022-2023,bundesliga
atakan karazor,Stuttgart,415,802,147,7,23,60.9,888,10,0,20,17,2022-2023,bundesliga
thomas kastanaras,Stuttgart,5,13,11,3,1,0.0,23,0,0,5,0,2022-2023,bundesliga
silas katompa,Stuttgart,62,272,364,102,111,43.2,1655,40,39,68,44,2022-2023,bundesliga
yannik keitel,Freiburg,68,177,73,10,9,44.4,401,9,1,7,5,2022-2023,bundesliga
marcoliver kempf,Hertha BSC,906,701,52,32,17,64.7,1855,2,0,14,7,2022-2023,bundesliga
jonjoe kenny,Hertha BSC,507,717,269,12,23,52.2,1466,24,5,25,8,2022-2023,bundesliga
rani khedira,Union Berlin,368,738,218,19,18,55.6,762,11,1,25,17,2022-2023,bundesliga
luca kilian,Köln,442,326,37,7,4,50.0,1621,8,0,4,3,2022-2023,bundesliga
joshua kimmich,Bayern Munich,618,1669,809,20,25,52.0,3443,31,4,26,26,2022-2023,bundesliga
pascal klemens,Hertha BSC,30,10,0,0,0,,40,0,0,0,0,2022-2023,bundesliga
lukas klostermann,RB Leipzig,372,458,48,5,2,50.0,1092,8,0,3,4,2022-2023,bundesliga
ansgar knauff,Eint Frankfurt,263,373,265,43,63,34.9,1677,26,15,31,9,2022-2023,bundesliga
robin knoche,Union Berlin,1045,887,45,23,13,84.6,2849,3,1,15,7,2022-2023,bundesliga
gregor kobel,Dortmund,1108,8,0,0,1,100.0,1423,0,0,1,0,2022-2023,bundesliga
dominik kohr,Mainz 05,344,867,250,32,22,45.5,1114,15,3,19,8,2022-2023,bundesliga
randal kolo muani,Eint Frankfurt,53,427,597,196,161,44.1,2287,54,66,108,65,2022-2023,bundesliga
timothee kolodziejczak,Schalke 04,11,6,3,1,0,,3,0,0,0,0,2022-2023,bundesliga
manu kone,Gladbach,404,1127,302,24,118,48.3,3307,52,6,81,50,2022-2023,bundesliga
odilon kossounou,Leverkusen,463,614,75,4,12,58.3,2039,15,0,16,13,2022-2023,bundesliga
filip kostic,Eint Frankfurt,10,16,20,3,3,33.3,105,1,1,0,1,2022-2023,bundesliga
tomas koubek,Augsburg,539,7,0,0,0,,997,0,0,0,0,2022-2023,bundesliga
soichiro kozuki,Schalke 04,29,53,76,16,16,37.5,276,6,4,9,8,2022-2023,bundesliga
alex kral,Schalke 04,273,610,241,47,51,45.1,1364,21,4,30,21,2022-2023,bundesliga
andrej kramaric,Hoffenheim,127,637,493,106,58,48.3,1674,34,16,61,33,2022-2023,bundesliga
christoph kramer,Gladbach,450,769,277,41,48,43.8,1556,28,6,26,30,2022-2023,bundesliga
tom krau,Schalke 04,313,612,241,16,33,60.6,1272,26,2,26,31,2022-2023,bundesliga
max kruse,Wolfsburg,11,62,72,18,4,50.0,146,3,1,4,3,2022-2023,bundesliga
lukas kubler,Freiburg,345,486,191,20,8,62.5,776,10,1,13,2,2022-2023,bundesliga
pierre kunde,Bochum,60,155,57,3,9,55.6,312,7,0,11,2,2022-2023,bundesliga
alou kuol,Stuttgart,0,1,0,0,0,,0,0,0,0,1,2022-2023,bundesliga
daniel kyereh,Freiburg,36,113,116,16,12,25.0,183,6,1,21,12,2022-2023,bundesliga
maxence lacroix,Wolfsburg,690,586,29,9,8,87.5,2250,9,0,10,6,2022-2023,bundesliga
aissa laidouni,Union Berlin,94,220,129,8,30,46.7,522,8,0,22,8,2022-2023,bundesliga
konrad laimer,RB Leipzig,203,553,249,38,56,57.1,1895,29,10,35,22,2022-2023,bundesliga
stefan lainer,Gladbach,203,383,136,20,11,18.2,908,8,5,12,4,2022-2023,bundesliga
vassilis lambropoulos,Bochum,174,141,19,13,1,0.0,233,1,0,4,1,2022-2023,bundesliga
jordan larsson,Schalke 04,20,90,67,12,13,30.8,164,3,1,4,7,2022-2023,bundesliga
danny latza,Schalke 04,142,257,111,15,13,30.8,561,3,1,7,8,2022-2023,bundesliga
diogo leite,Union Berlin,765,765,110,20,5,20.0,2430,18,1,20,10,2022-2023,bundesliga
maxim leitsch,Mainz 05,188,205,12,2,1,0.0,443,0,1,5,1,2022-2023,bundesliga
tim lemperle,Köln,13,37,38,9,8,37.5,82,2,2,6,6,2022-2023,bundesliga
christopher lenz,Eint Frankfurt,249,439,288,19,14,78.6,1297,24,3,11,5,2022-2023,bundesliga
jamie leweling,Union Berlin,12,33,82,18,25,20.0,167,11,2,14,8,2022-2023,bundesliga
